timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
47,2360.1157,3181.2075,4044.026,4923.7373,5802.4707,6685.43,7566.527,8470.973,9388.875,10323.221,11257.794,12182.699,13155.745,14133.465,15117.744,16114.164,17144.617,18142.715,19175.588,20195.133,21169.635,22244.941,23332.117,24333.428,25408.664,26495.717,27598.09,28659.748,29700.057,30800.217,31855.77,32896.316,33860.2,34921.15,35940.3,36901.316,37852.137,38770.5,39658.285,40555.71,41451.29,42286.508,42954.793,43657.44,44361.77,44979.195,45345.35,45749.12,46189.74,46285.625,46737.44,47163.027,47460.734,47589.402,47489.754,47701.574,47797.203,47795.695,48021.19,47926.67,47906.92,47962.773,47872.836,48055.12,48008.23,48520.074,49029.89,49666.285,50631.61,51624.09,52987.133,54307.09,55664.547,57452.277,59021.812,60968.96,62650.844,64577.05,66541.36,68684.766,71109.62,73738.19,76270.305,79317.805,82257.51,85747.61,89459.93,93899.55,98816.02,104059.5,109614.26,115755.56,122663.76,130548.305,139358.86,149803.88,162060.3,177107.9,195461.89,218476.97
48,2316.796,3136.065,3983.1064,4832.979,5696.1206,6569.9717,7467.461,8376.549,9292.298,10214.701,11156.742,12119.252,13074.475,14049.406,15023.162,16019.958,17000.406,18020.344,19056.549,20098.957,21124.94,22158.846,23195.0,24243.203,25272.1,26299.475,27331.848,28375.355,29439.076,30519.1,31536.041,32476.5,33529.62,34542.46,35582.41,36620.74,37626.895,38627.535,39608.445,40641.19,41589.438,42516.715,43363.43,44284.707,45124.793,45910.96,46817.613,47621.445,48557.52,49434.426,50385.65,51472.43,52474.023,53496.676,54556.47,55628.52,56878.543,58232.15,59457.766,60871.605,62332.645,63811.484,65349.598,67058.09,68798.14,70521.78,72470.91,74449.375,76648.8,78891.516,81246.57,83792.23,86431.56,89214.63,92103.99,95222.23,98397.2,101751.625,105311.36,109000.984,112876.17,117018.77,121447.34,126078.12,130966.86,136161.45,141615.81,147372.23,153548.53,160128.3,167132.38,174968.9,183465.11,192808.47,203496.92,215380.53,229055.36,245262.83,264504.03,288109.03
49,3046.474,3796.4353,4560.8037,5349.446,6150.5713,6961.984,7783.851,8626.7705,9473.92,10329.473,11200.678,12078.581,12970.466,13871.383,14795.855,15732.407,16643.562,17583.607,18509.838,19461.53,20419.885,21339.008,22280.125,23267.395,24252.893,25214.037,26188.639,27078.75,27996.674,28773.867,29745.574,30658.99,31520.314,32369.732,33292.14,34034.63,34647.066,35394.203,36060.902,36736.152,37281.58,37894.434,38256.06,38874.766,39344.61,39592.14,39948.715,39985.39,40348.023,40457.434,40512.695,40540.082,40719.723,40709.887,40550.383,40372.46,40393.164,40423.863,40398.53,40148.95,40140.73,39752.53,39548.64,38705.234,38393.55,38109.492,37225.527,36749.0,36200.535,35285.67,34620.09,34040.457,33090.156,32069.72,31701.91,30879.203,30008.559,29426.262,27887.23,26814.041,24202.686,23170.648,21792.393,20641.44,20273.02,20181.963,20231.227,20698.912,21154.498,22401.791,24376.59,26272.234,28962.895,33043.656,37740.63,43184.375,49696.36,56946.734,66844.52,79136.016
50,2320.6353,3053.5493,3802.2563,4576.9805,5378.155,6203.7695,7076.7773,7954.7124,8849.943,9765.401,10661.599,11592.405,12526.425,13466.797,14414.814,15381.023,16311.619,17245.11,18166.092,19081.9,20011.332,20948.951,21922.424,22864.062,23824.6,24750.97,25720.836,26667.05,27599.88,28600.125,29481.826,30363.078,31268.16,32122.533,32972.29,33813.027,34681.156,35581.645,36378.637,37136.824,37874.055,38693.168,39462.21,40243.582,40815.8,41650.43,42478.69,43398.383,44208.06,45024.195,45840.383,46712.91,47558.25,48504.426,49457.816,50538.895,51465.67,52385.754,53124.492,54064.785,55144.938,56160.7,57105.066,58287.38,59413.527,60509.652,61354.824,62529.457,63831.445,65160.258,66592.98,67933.14,69448.25,71204.42,73068.555,74990.586,76991.44,79246.625,81700.97,84409.08,87096.414,90170.98,93540.336,97186.58,101129.59,105388.51,110000.484,114971.85,120361.32,126078.516,132434.97,139209.98,146568.77,154828.58,163946.45,174211.89,185796.03,199466.16,215124.56,233231.45
51,2486.4424,3228.526,3991.6982,4759.145,5547.6016,6362.5366,7165.8174,8008.4385,8843.9795,9705.115,10578.24,11464.735,12350.077,13243.551,14160.151,15067.895,16031.854,16971.861,17900.79,18843.088,19830.19,20824.076,21808.172,22784.607,23787.232,24776.268,25777.87,26713.947,27703.398,28714.428,29749.498,30769.791,31741.934,32713.137,33730.414,34715.5,35696.72,36705.76,37747.68,38726.434,39659.703,40510.07,41475.312,42345.742,43272.5,44055.848,44938.51,45707.926,46457.453,47416.17,48339.984,49019.957,49932.617,50925.832,51857.582,52762.03,53824.305,55134.7,56248.168,57457.516,58607.08,60021.766,61453.254,62877.562,64454.254,65931.984,67405.37,69011.48,70453.69,72087.94,73676.63,75389.74,77168.15,79051.53,81015.125,83191.95,85349.78,87520.15,89951.836,92550.62,95358.33,98442.06,101574.05,104954.73,108666.09,112585.96,116745.16,121108.85,125829.766,130907.53,136311.84,142237.38,148671.23,155614.5,163461.5,172385.19,182389.03,193931.36,207364.17,223095.72
52,2690.642,3506.2292,4341.1577,5181.006,6039.1533,6913.1104,7811.5234,8701.98,9625.447,10554.844,11487.933,12433.772,13416.193,14411.548,15401.351,16392.094,17382.674,18416.031,19413.799,20428.611,21450.676,22464.588,23473.014,24506.26,25491.287,26430.803,27448.69,28441.492,29420.055,30403.193,31388.615,32305.951,33237.43,34201.586,35176.953,36106.938,36928.375,37916.164,38806.098,39662.87,40410.684,41239.24,41976.297,42768.043,43475.363,44139.3,44843.93,45564.754,46305.96,46889.344,47633.742,48057.547,48716.938,49239.527,49598.06,49864.367,50089.023,50347.32,50610.797,51029.477,51330.406,51476.0,51444.664,51230.57,50994.027,51134.527,50651.973,50478.785,49737.12,49591.812,49269.8,48970.066,48980.555,48733.855,48060.902,47546.582,47210.145,47399.492,48073.22,48726.47,49356.176,50598.414,51999.71,53950.312,56028.766,58245.12,60894.375,63865.504,66800.766,70331.38,74042.01,78277.89,82978.42,88648.77,95396.64,102926.56,112167.89,123670.15,137136.86,153460.14
53,2690.642,3507.783,4337.241,5174.966,6035.0874,6911.5366,7804.009,8712.998,9635.824,10558.092,11513.673,12475.064,13433.898,14413.606,15404.3125,16408.896,17396.734,18375.879,19390.18,20394.031,21410.264,22398.518,23402.723,24407.828,25411.225,26422.92,27415.678,28431.37,29421.758,30341.371,31332.107,32250.246,33124.1,34008.24,34895.836,35700.875,36552.5,37402.758,38311.285,39178.12,40010.555,40853.523,41595.16,42364.027,43114.777,43850.266,44504.625,45252.996,45755.973,46355.676,46805.902,47401.168,48063.71,48478.24,48923.848,49291.4,49552.668,49802.18,50164.293,50330.555,50693.707,50909.97,51151.99,51125.65,51202.32,50970.63,50413.81,49919.016,49401.844,49001.79,48619.484,48480.29,47960.473,47775.223,47120.793,47106.91,47002.633,47119.27,47768.926,48485.582,49508.867,50806.71,52345.26,54030.19,55805.957,58070.215,60539.85,63248.027,66456.16,69895.5,73746.086,78126.68,83056.125,88484.98,95283.32,103007.516,112276.9,123503.08,136869.78,153365.2
54,2528.2021,3246.5679,3981.9014,4724.454,5476.2,6261.905,7056.0034,7864.7085,8681.802,9503.419,10345.722,11187.303,12048.029,12922.764,13788.834,14669.335,15552.253,16452.143,17345.969,18255.07,19188.24,20096.86,21018.465,21887.883,22762.799,23731.02,24717.164,25709.549,26701.459,27740.338,28757.822,29725.924,30799.402,31764.436,32789.11,33833.24,34838.883,35806.258,36813.37,37768.324,38697.88,39597.8,40297.684,41198.535,41961.855,42577.277,43393.848,44119.492,44841.703,45441.914,45836.582,46496.062,46968.12,47365.54,47954.63,48584.434,48963.52,49627.277,50407.42,50781.28,51227.777,51684.008,52336.973,52845.12,53471.42,54069.812,54536.285,55222.12,55886.387,56505.89,57089.027,57643.598,57928.66,58441.4,58788.316,59473.684,60116.6,60960.43,61839.24,63022.56,64072.0,65363.79,66798.12,68707.98,70952.38,73626.56,76543.01,79704.89,83558.99,87850.984,92885.09,98462.26,104762.7,111694.33,119651.85,128815.016,139404.97,152031.1,167467.88,186251.98
55,2458.572,3235.7993,4035.541,4832.5947,5644.365,6467.082,7290.2754,8128.4106,8980.443,9854.092,10723.638,11616.29,12494.186,13394.807,14307.771,15198.958,16129.158,17071.18,18006.98,19001.875,19947.672,20885.068,21856.922,22805.174,23696.508,24610.742,25570.014,26544.484,27483.049,28362.492,29255.805,30154.527,31160.541,32022.266,32774.613,33579.58,34283.65,34900.684,35401.855,35978.33,36537.957,37183.812,37674.67,37984.06,38293.21,38278.484,38043.57,37556.223,37636.707,37399.082,37477.06,37405.793,36579.15,36111.65,35956.74,35405.76,34807.98,34708.594,34372.574,34367.617,34029.887,33195.496,32609.715,31998.75,31523.799,31026.482,30222.543,29225.943,28628.045,28684.416,29095.45,29476.682,29548.717,29529.05,29357.098,29066.125,29357.484,29674.842,29661.014,30035.115,30629.121,30792.674,31467.857,32473.018,34048.99,35482.53,36944.44,39055.54,41608.973,44824.824,49412.2,54731.22,61025.676,68223.64,76777.51,87531.71,100400.18,116257.44,136240.38,163234.34
56,2307.6235,3126.986,3947.0056,4785.1475,5646.2856,6520.3735,7416.9565,8313.686,9243.623,10187.746,11141.744,12127.541,13083.329,14066.067,15073.657,16099.993,17110.367,18146.576,19179.482,20233.562,21289.67,22346.15,23389.84,24454.44,25508.79,26596.855,27695.623,28699.738,29736.205,30795.15,31811.303,32880.395,33831.84,34797.75,35808.883,36734.242,37655.91,38560.055,39293.973,40129.61,41038.242,41807.32,42322.496,43134.0,43901.29,44431.543,44888.035,45378.97,45578.8,45751.14,45754.36,45841.53,45697.918,45830.984,45906.5,45475.99,45456.57,45176.72,44828.3,44426.695,43951.637,43488.47,42789.51,42325.95,41755.82,41603.168,41583.48,41217.848,41107.656,40980.63,41329.113,41535.18,42238.895,42747.555,43798.254,44690.227,45895.68,47712.8,49401.03,51783.957,54341.0,57131.004,60367.582,63905.29,67892.164,72395.875,77459.64,82912.2,88694.29,94974.55,101899.44,109631.875,117948.63,127366.28,137757.4,149526.64,163153.2,178500.86,196968.19,218630.89
57,2363.7336,3163.2363,3972.0427,4809.0103,5651.013,6515.931,7384.922,8271.715,9171.845,10081.867,11002.027,11924.171,12866.466,13828.345,14760.886,15731.57,16704.916,17710.95,18712.648,19731.016,20763.494,21772.643,22787.908,23797.191,24772.549,25714.611,26799.002,27718.877,28694.145,29704.543,30601.39,31476.715,32282.197,33062.98,33955.53,34601.35,35206.242,35811.793,36592.76,37224.77,37720.207,38349.137,38775.457,39433.895,40085.816,40664.52,41272.84,42038.426,42795.418,43594.1,44441.74,45085.117,45924.89,46656.105,47414.5,48031.26,48589.566,49235.344,49644.523,49902.707,50220.285,50832.855,51522.61,52403.582,53218.273,54086.086,55083.348,56202.31,57374.266,58757.492,60028.61,61687.996,63499.816,65363.305,67388.73,69672.3,72080.21,74606.78,77302.45,80137.65,83113.05,86338.31,89805.18,93594.61,97511.9,101759.47,106345.4,111058.92,116102.88,121470.125,127189.195,133548.6,140384.6,148109.8,156835.06,166815.47,178623.38,192397.16,208649.3,227772.5
58,2314.4766,3125.409,3957.6694,4796.8687,5645.704,6519.7607,7403.171,8311.125,9221.126,10118.705,11043.129,11988.99,12937.7705,13887.183,14872.294,15857.534,16874.125,17882.518,18903.541,19916.707,20950.586,22019.68,23062.418,24109.63,25166.9,26231.543,27295.691,28357.707,29405.197,30420.67,31402.879,32418.107,33377.996,34339.887,35223.402,36032.78,36930.305,37777.44,38501.8,38966.492,39381.363,39759.58,40023.79,40436.734,40529.89,40712.27,40913.824,41539.977,42153.363,42650.492,43067.305,43497.754,43905.25,44381.523,44832.87,45511.332,45626.453,46034.477,46442.88,47246.25,47956.316,48561.027,49213.62,49885.48,50507.33,51345.9,52239.793,53270.184,54536.062,55685.97,57259.266,58721.92,60234.418,61939.867,63878.895,65920.234,68092.734,70300.67,72864.33,75426.125,78424.9,81661.14,85085.83,88652.37,92515.72,96725.98,101213.375,105869.92,110743.945,115872.58,121602.41,127690.234,134239.52,141664.7,149903.12,159278.28,170120.03,182917.94,197672.52,214544.77
59,2221.4624,3044.8735,3878.7969,4719.6914,5567.1016,6441.8457,7310.041,8180.9487,9066.899,9947.188,10822.525,11727.821,12647.905,13571.503,14474.875,15448.039,16406.705,17390.781,18339.812,19327.648,20353.998,21337.121,22342.482,23371.91,24339.105,25274.285,26164.77,27088.625,27902.922,28783.523,29589.562,30549.566,31380.752,32326.324,33036.344,33667.445,34207.4,34487.883,35071.516,35542.75,35909.527,36409.523,36468.6,36391.41,36468.48,36226.66,36157.375,35894.613,35406.355,35674.066,35900.227,35857.758,35947.9,35934.363,35940.234,35622.918,35320.234,35172.71,34842.8,34415.37,33796.047,33386.918,33158.36,32770.875,32854.082,32831.12,32851.63,32702.244,32632.479,32792.152,32585.475,32904.965,32973.977,32975.316,33673.82,34218.258,35255.94,36361.395,37677.63,38485.58,39738.125,41043.85,42073.227,43399.28,44829.99,46869.29,49509.0,52285.43,55394.34,59401.32,64102.043,69322.74,74959.41,81468.445,89306.516,98297.44,109633.43,123568.61,141927.95,166123.14
60,2453.1646,3235.0618,4039.1765,4835.845,5643.183,6462.2686,7305.7866,8143.0757,8995.627,9864.413,10767.183,11691.046,12627.388,13566.397,14498.889,15467.671,16402.06,17338.434,18287.242,19264.596,20264.174,21285.01,22269.8,23225.857,24158.252,25104.45,26031.451,27000.031,27986.691,28979.998,29990.93,30947.953,31933.498,32962.027,33953.355,34959.227,35874.33,36732.324,37718.074,38725.96,39639.15,40510.6,41390.516,42250.418,43155.773,44050.383,44917.223,45701.164,46671.445,47641.76,48464.168,49191.285,49813.25,50402.11,51181.582,51908.145,52691.227,53479.36,54321.473,55189.93,56054.15,56868.035,57963.637,58811.562,59767.91,60716.9,61894.246,62860.625,64025.477,65264.914,66551.82,67958.96,69617.516,70923.96,72595.58,74246.875,76338.05,78416.86,80681.81,83155.016,85749.9,88438.71,91656.016,94919.42,98641.79,102536.086,106668.375,111308.984,116005.516,121178.32,126725.29,132746.9,139438.9,146799.16,154988.2,164117.34,174348.05,186132.39,199468.25,215052.39
61,2184.0776,2941.7932,3718.0337,4508.248,5313.064,6136.994,6971.2124,7826.8506,8683.93,9556.959,10438.184,11315.56,12189.875,13068.178,13951.065,14863.184,15783.13,16675.332,17595.066,18515.996,19431.592,20329.654,21274.002,22223.11,23150.748,24081.201,24923.756,25843.766,26775.629,27743.613,28615.498,29427.604,30325.125,31123.574,31990.752,32909.016,33704.246,34513.117,35339.46,36029.035,36676.355,37483.348,38133.754,38674.527,39375.266,39901.656,40425.64,40985.715,41467.79,42052.25,42623.14,43020.51,43459.285,43891.285,44350.566,44867.57,45298.953,45651.5,45913.07,46497.582,46865.57,47389.652,47635.906,48187.78,48667.594,49489.91,50337.71,51055.87,52239.91,53039.66,54216.69,55312.625,56501.043,58031.227,59547.28,61344.254,63097.49,64922.54,67218.53,69464.95,72172.32,74991.94,78222.85,81746.46,85448.586,89593.58,94467.95,99445.25,104955.445,111095.97,117900.03,125418.51,133471.03,142976.53,153978.72,166601.19,181872.06,200355.8,223727.1,252934.84
62,2325.1484,3169.463,4043.9673,4915.003,5801.9053,6701.686,7605.8677,8542.529,9487.514,10454.245,11414.8545,12409.462,13423.219,14402.634,15435.855,16463.371,17514.441,18531.076,19563.84,20637.111,21694.797,22682.498,23721.92,24733.361,25732.975,26754.113,27691.979,28703.568,29770.992,30819.027,31797.3,32809.36,33796.887,34696.555,35705.098,36535.062,37383.31,38236.82,39034.363,39688.457,40372.145,41083.113,41871.203,42457.586,42884.52,43400.97,43987.344,44504.613,45235.67,45477.695,45965.695,46252.777,46546.07,47135.14,47351.734,47623.24,47912.598,48194.348,48712.414,48897.29,49210.82,49403.812,49982.02,50389.85,51097.688,51823.39,52428.19,52994.594,53696.32,54435.746,55403.816,55971.03,56843.625,57988.977,59140.254,60221.14,61919.754,63750.906,65699.8,67837.02,70282.57,73159.164,76174.1,79535.33,83268.56,87197.23,91498.56,96238.2,101289.54,106730.836,112750.71,119496.24,127087.68,135515.0,145462.36,156931.47,170455.55,186695.34,206652.34,230001.23
63,2574.9072,3349.6938,4135.9478,4936.3438,5764.577,6613.35,7477.1147,8351.744,9235.793,10122.082,11042.129,11970.386,12899.128,13832.504,14768.241,15727.109,16681.902,17672.918,18662.04,19665.639,20669.418,21664.443,22634.338,23609.871,24631.096,25546.818,26457.01,27431.441,28390.684,29377.326,30287.852,31217.264,32062.885,33016.008,33883.46,34644.14,35414.07,36236.965,36834.65,37326.43,38056.23,38610.496,39103.85,39915.113,40416.918,40926.613,41625.914,42347.88,42909.203,43342.973,43980.05,44480.19,45209.242,45480.973,45947.562,45994.85,46249.785,46614.75,47100.34,47566.37,48029.023,48404.22,49199.176,49510.29,49984.445,50773.746,51474.895,52360.33,52827.254,53441.477,53980.25,54509.863,54979.203,55915.73,56484.227,57342.453,58643.223,59761.95,61044.027,62509.055,64043.785,65486.08,67243.945,69117.91,71528.44,74041.62,76170.79,79168.04,82196.75,85812.0,90269.875,95071.22,101274.445,107531.42,114925.01,123866.86,134164.97,146895.1,162513.05,181797.75
64,2413.442,3203.5576,4005.404,4823.4224,5667.196,6511.453,7363.1914,8230.92,9124.199,10016.451,10941.331,11861.3,12793.639,13707.009,14677.879,15633.806,16577.967,17544.375,18541.85,19504.459,20459.078,21466.373,22432.902,23438.166,24422.373,25357.24,26313.844,27260.898,28243.818,29114.914,30038.887,30936.715,31850.85,32653.725,33439.87,34206.758,34993.95,35661.844,36364.11,37138.246,37779.168,38395.594,38950.04,39595.332,40234.402,40693.582,41308.836,42010.676,42533.86,43153.66,43654.207,44172.887,44784.047,45247.47,45836.46,46455.477,47067.625,47829.03,48586.0,49382.895,50241.62,51239.625,52224.066,53384.613,54398.824,55470.926,56589.953,57785.04,59176.258,60708.14,62247.223,63902.113,65572.805,67462.48,69415.805,71503.125,73818.32,76277.23,78863.695,81647.55,84651.836,87609.56,90851.125,94314.43,98157.67,102275.34,106500.375,110946.086,115725.484,120895.336,126425.33,132333.94,138786.36,145852.95,153580.67,162188.64,171989.73,183023.08,195612.88,209566.45
65,2837.317,3638.826,4456.607,5279.359,6110.9976,6976.364,7848.957,8737.893,9633.155,10538.355,11455.846,12398.959,13349.87,14308.162,15288.514,16292.408,17296.072,18249.27,19244.75,20223.287,21226.824,22201.271,23191.488,24157.996,25103.998,26067.68,27111.686,28074.697,29037.94,29961.184,30985.568,31945.107,32904.883,33689.49,34501.875,35300.434,36118.875,36838.812,37637.902,38453.082,39125.645,39864.445,40513.633,41044.195,41733.477,42424.53,42958.77,43522.492,43967.35,44433.723,44941.492,45490.223,46124.11,46456.39,47166.082,47928.16,48701.875,49383.863,50098.16,50837.77,51530.195,52366.67,53175.11,54053.832,54972.9,55690.83,56573.117,57547.83,58485.336,59539.176,60678.45,61863.88,63066.543,64374.1,65802.43,67324.945,68946.1,70846.01,72934.516,74980.7,77329.07,79726.61,82438.58,85227.18,88232.12,91163.94,94562.445,98124.06,102046.555,106051.64,110660.63,115848.29,121596.375,127988.695,135076.0,143391.36,152946.75,163523.23,175219.02,188214.6
66,2179.9883,2955.6248,3727.7683,4510.1997,5326.3145,6131.0947,6955.7476,7788.5225,8638.876,9531.429,10411.456,11297.951,12185.055,13112.289,14053.94,14973.645,15921.329,16880.453,17866.607,18862.549,19877.53,20873.13,21860.037,22867.97,23892.754,24944.889,25883.754,26847.217,27805.549,28775.361,29735.945,30709.629,31678.113,32554.994,33488.777,34489.348,35469.508,36503.914,37341.434,38324.367,39065.414,39862.598,40700.19,41605.133,42353.566,42878.758,43648.65,44300.336,44777.113,45276.348,45808.297,46380.742,46969.156,47447.79,48065.742,48616.74,49145.54,49828.66,50250.594,50655.29,51284.58,51907.543,52758.832,53567.05,54113.914,54706.094,55302.938,55966.188,56759.324,57496.723,58671.492,59921.234,61401.51,62582.703,63982.49,65502.7,67023.46,68952.27,70905.68,72863.12,75445.68,78113.984,81242.49,84682.26,88270.78,92324.695,97010.25,102137.4,107765.36,114076.56,121061.38,128662.79,137114.06,146868.11,157923.25,171071.78,186519.08,206110.83,231079.34,264354.78
67,2284.813,3043.4622,3807.2993,4603.9526,5397.585,6194.159,7006.762,7819.1987,8650.798,9499.5625,10362.424,11234.103,12133.662,13036.95,13952.136,14894.038,15848.926,16810.588,17793.598,18773.795,19773.428,20797.877,21818.771,22772.375,23664.479,24604.693,25516.354,26374.623,27236.97,28022.148,28905.879,29817.957,30644.137,31506.527,32390.455,33216.824,34074.434,34950.25,35800.184,36608.824,37434.027,38193.35,38876.28,39474.06,40020.336,40723.79,41194.43,41688.47,42258.812,42657.324,43274.387,43659.03,44136.207,44739.0,45153.19,45636.14,46103.938,46746.746,47461.97,48329.258,49283.83,50052.9,51239.965,52180.977,53093.434,54260.168,55432.562,56859.965,57923.19,59443.07,61114.273,62752.77,64584.93,66236.03,68065.984,69935.375,71882.43,73917.36,76140.92,78382.63,80869.59,83598.195,86451.33,89387.57,92856.41,96573.02,100687.81,105095.46,109860.55,115006.83,120982.64,127334.16,134427.14,142382.2,151640.36,161986.06,174232.77,188493.86,205799.92,226858.72
68,2645.5547,3429.3608,4238.891,5055.0903,5898.379,6758.8076,7635.94,8528.613,9427.492,10349.756,11278.106,12211.474,13158.133,14110.198,15084.457,16061.385,17044.938,18048.242,19055.383,20067.17,21107.219,22146.191,23190.375,24249.723,25300.05,26326.643,27397.77,28466.62,29496.145,30568.943,31637.986,32722.98,33790.75,34838.85,35923.758,36961.69,37864.402,38764.184,39730.016,40607.254,41426.504,42254.21,43022.445,43841.363,44457.695,45013.23,45674.31,46001.793,46430.285,46882.07,47269.21,47617.77,47953.242,48299.82,48784.68,49095.11,49517.625,49674.844,49971.13,50135.914,50519.848,50547.875,50453.67,50412.34,50566.184,50859.08,50977.418,51333.97,51425.344,51552.656,51942.945,52062.547,52080.94,52813.125,53365.473,53951.15,54883.996,55584.598,56774.85,57856.293,59090.73,60541.113,62650.32,64746.766,67255.72,69881.6,72924.22,76422.01,80207.46,84579.86,89585.53,95125.23,101714.125,108965.92,117598.86,127405.99,139044.97,152247.97,167793.28,184908.14
69,2216.3643,3018.687,3833.3857,4664.8257,5509.6226,6370.7783,7246.76,8129.701,9027.225,9927.802,10868.356,11797.413,12747.8,13718.596,14673.277,15657.214,16631.05,17628.752,18627.047,19626.291,20621.656,21650.615,22671.598,23681.33,24661.809,25705.125,26740.262,27772.137,28713.738,29688.941,30641.238,31636.04,32646.314,33555.152,34473.805,35342.69,36207.41,37080.246,37900.344,38842.574,39744.266,40756.164,41564.21,42496.945,43392.336,44129.84,44984.508,45968.656,46580.434,47468.688,48340.9,49198.957,50070.227,50737.33,51496.31,52188.496,52842.168,53856.76,54997.03,55895.566,56841.09,57816.598,58747.22,59593.383,60641.7,61840.367,63119.227,64511.492,65875.19,67425.69,69023.56,70805.7,72614.45,74645.46,76730.484,78878.14,81178.016,83582.125,86123.414,88956.64,91945.52,95206.98,98887.695,102805.77,107019.28,111621.03,116557.13,121896.9,127291.664,133396.66,139732.81,146812.48,154439.45,163259.17,172977.97,184117.39,196971.8,212184.86,230882.61,254046.52
70,2611.1055,3418.826,4239.167,5102.332,5962.8286,6833.8965,7700.863,8621.658,9521.236,10449.063,11391.3,12337.08,13333.458,14330.201,15312.344,16354.648,17357.377,18393.318,19409.25,20475.604,21546.438,22675.576,23770.502,24842.023,25883.506,26928.65,27989.807,29088.512,30214.18,31258.361,32345.951,33443.008,34512.86,35574.492,36680.516,37832.473,38966.777,40043.875,41142.273,42404.95,43488.57,44594.09,45719.8,46779.727,47745.156,48850.27,49753.53,50704.445,51649.434,52458.68,53434.684,53943.434,54520.316,55305.008,55775.566,56387.86,57180.16,57698.43,58128.594,58661.65,59059.438,59607.387,59863.965,60634.484,61150.906,61744.92,62423.74,62638.62,63012.145,63346.934,63802.52,64315.91,65060.184,65950.89,66845.664,67760.84,68630.79,69947.945,71023.67,72438.305,73653.31,74894.89,76782.47,79299.47,82195.92,85788.24,89967.45,94542.67,99719.86,105088.19,111452.72,118579.41,126727.44,136015.0,146467.2,158475.5,172283.36,188514.14,207181.7,228930.14
71,2513.565,3251.5303,3999.3645,4760.2466,5541.2817,6337.2676,7202.0957,8050.881,8901.856,9767.264,10619.373,11498.242,12382.47,13274.688,14145.827,15042.554,15931.759,16823.197,17701.717,18576.453,19455.453,20325.062,21234.504,22118.75,23032.121,23945.926,24802.732,25727.99,26649.826,27537.914,28385.488,29246.412,30022.875,30761.691,31623.176,32469.703,33300.81,34070.086,34883.35,35525.71,36080.082,36790.285,37671.54,38313.086,38687.336,39266.305,39905.965,40498.438,41062.54,41355.367,41914.645,42272.562,42626.12,43011.883,43579.555,44143.027,44610.895,45082.293,45602.19,46039.6,46684.547,47153.355,47921.953,48380.652,49030.95,49541.938,50252.598,50879.9,51393.203,52403.99,53401.54,54649.008,55803.332,57126.586,58794.844,60423.203,62182.836,64228.05,66447.94,68936.01,71592.805,74576.65,77928.414,81396.86,85238.516,89396.74,93885.55,98685.87,103792.85,109123.31,114836.16,121023.14,127610.58,134852.67,142663.92,151591.3,161352.12,172584.16,185535.25,200636.72
72,2496.5295,3319.0469,4152.3926,4996.9727,5860.803,6733.948,7602.201,8498.352,9409.487,10327.883,11269.302,12199.952,13124.251,14097.691,15075.126,16071.14,17079.68,18067.26,19100.74,20118.668,21171.156,22211.785,23205.338,24259.32,25259.133,26214.076,27209.934,28142.65,29102.668,30082.514,31068.777,32100.38,33122.496,34054.062,35064.227,35786.656,36813.5,37722.324,38477.46,39046.258,39841.26,40477.0,41230.168,41842.055,42549.98,43081.074,43643.41,44085.09,44270.19,44210.223,44127.906,43777.46,43748.72,43625.547,43761.16,43457.848,43431.48,43213.176,42951.844,43050.383,43268.77,43056.406,43307.387,43281.03,43147.89,43029.61,42881.7,42719.332,42560.13,42352.48,42071.82,42087.67,41932.855,41934.406,42271.37,42567.18,43323.707,43567.953,44418.113,45378.906,46479.95,47491.74,48905.008,50209.92,51831.094,54406.133,56254.63,58686.215,61264.81,64826.33,68980.67,73379.47,79427.94,86023.38,94194.56,103972.555,116194.836,131751.25,152877.75,181301.14
73,2540.9827,3330.513,4138.008,4970.2383,5822.585,6689.13,7577.985,8482.467,9398.445,10324.818,11253.79,12216.422,13182.782,14155.725,15143.305,16127.082,17123.473,18114.846,19121.64,20142.324,21153.652,22191.574,23233.242,24308.521,25351.729,26378.438,27431.85,28531.809,29595.178,30732.533,31825.309,32952.152,34066.67,35139.414,36208.184,37339.84,38410.043,39496.117,40571.367,41582.277,42579.383,43614.1,44524.64,45483.8,46379.645,47259.082,48145.36,49026.277,49882.7,50732.562,51554.617,52249.05,53095.48,53816.586,54661.42,55510.96,56404.355,57197.49,57917.94,58661.78,59278.363,59983.703,60771.43,61377.46,61594.473,62040.26,62534.45,62940.06,63450.984,63689.664,64004.91,64492.934,65155.59,65741.734,66158.22,66649.45,67250.78,67953.9,68724.14,69304.85,70194.03,71108.06,72268.61,73429.45,75111.125,77002.23,79287.82,82119.91,85258.74,89161.055,93535.33,98400.74,103974.805,110291.86,117697.77,126162.0,136097.16,147414.02,161942.6,179800.9
